offered_rate_req_s,num_requests,num_completed,measured_throughput_req_s,ttft_mean_ms,ttft_p50_ms,ttft_p99_ms,decode_latency_mean_ms,prefill_step_time_mean_ms,mixed_step_time_mean_ms,num_pure_prefill_steps,num_pure_decode_steps,num_mixed_steps,pct_wall_time_prefill_or_mixed,e2e_latency_mean_s,num_steps,gpu_sm_util_avg_pct
0.5,14,14,0.5100541210183146,127.48243921426398,43.17741099998784,1086.8009329999495,24.306610329564034,51.430557250000675,55.73748649997393,8,619,6,4.723185033690903,1.641939124857158,633,43.096774193548384
1.0,30,30,1.0230598825623596,147.189326299997,70.15498599992043,1908.3786680000685,24.793096439496072,48.462552999978925,72.84288954168024,6,1033,24,7.374265873210718,2.0860856156666574,1063,75.12903225806451
2.0,61,61,1.3167328669704064,2706.9038363934405,87.52243399999315,26972.181207999936,26.03066758423313,48.21630510000432,93.36491588235543,10,1573,51,11.35261352301207,5.042226170459016,1634,86.0
4.0,136,136,2.002484387084359,5913.785886661768,1243.7337009998828,46023.31248900009,28.816668453070243,47.26475307139871,160.37599748622998,14,1726,109,26.727490825640604,9.785540022007355,1849,90.6029411764706
8.0,253,253,2.200683578820982,22431.804152339922,18533.153537999853,84605.86395600012,29.97059390922671,46.25155870836769,159.72307878154228,24,2699,206,29.601321765696614,26.51551118035969,2929,91.11304347826086
16.0,495,495,2.1545917358887965,60572.28962990705,50689.93308099994,193054.59000099995,30.808807752998277,45.403075272720756,162.1755832183661,55,5251,403,29.54911813932382,64.91967272994546,5709,91.14912280701755
32.0,981,981,2.13228039299202,142194.83975192354,134166.87352100006,419808.5862979999,31.107596446541546,45.131853074083125,177.82075608974003,108,10167,780,31.22232851489356,146.6169503186554,11055,91.89035087719299
